,baseline,allstar_flag-true,allstar_flag-false
Mean,1495149.0,1813282.54,1478070.34
Median,1387181.0,1712980.0,1363801.0
Standard Deviation,970702.44,915283.75,970647.99
Minimum,0.0,80922.0,0.0
Maximum,4483350.0,4483350.0,4483350.0
Count,106558.0,5429.0,101129.0
